timestamp,AAPL_sentiment_score,GOOG_sentiment_score,MSFT_sentiment_score
2020-01-01,-0.01096200661597896,-0.3572543875047952,-0.17288713654141086
2020-01-02,-0.681131071497062,-0.2484441170137571,-0.45145210796305346
2020-01-03,-0.7334784842101671,0.6854395534238652,-0.7509780796343473
2020-01-04,0.9052799078627075,-0.23004862467649434,0.37525716960146943
2020-01-05,0.5283863787020754,0.8712203495522356,-0.036119249696373645
2020-01-06,-0.08535921473406498,-0.11858245908427067,0.19059585685339944
2020-01-07,0.2825877320501323,0.7610821318622578,0.3348989006672753
2020-01-08,0.37714487623056236,-0.04517023280332503,0.24651141889762843
2020-01-09,-0.8947100250087844,0.12106311937114674,0.020376011486511414
2020-01-10,-0.6863136278644132,-0.4849182079665467,0.26265267334237885
2020-01-11,-0.13501052906768216,1.0,0.6761636406972172
2020-01-12,0.12617986150494842,-0.1517287570785698,0.5437399038368274
2020-01-13,-0.6354608162986888,0.0021256668896730826,1.0
2020-01-14,-0.6556153798632436,0.48321497033889077,-1.0
2020-01-15,1.0,0.35656900342285985,-0.8026406667798581
2020-01-16,0.5159281052417082,0.050764767941111566,0.08613000911687181
2020-01-17,0.8844947368659501,-0.08560474174876492,-0.8191433829131314
2020-01-18,-0.25211610315364746,-0.45073536923357466,0.5760266626891081
2020-01-19,-0.14058155445448203,0.020213364435948535,0.046710156078853045
2020-01-20,-0.8334667488594908,0.10546100847688675,-0.04000657847778917
2020-01-21,-0.37178512372187805,-0.8888150132874478,-0.7378556209635537
2020-01-22,0.4581903391996596,0.5203806795747808,0.5694430444068346
2020-01-23,1.0,-0.08940886455003261,1.0
2020-01-24,0.7007673442132277,0.17696948889552444,0.9478740764226156
2020-01-25,-0.07319929672668131,0.7618435508277484,0.09827365251546534
2020-01-26,-0.09277204743786258,-0.25786451524223364,-0.024218616730138823
2020-01-27,-1.0,-0.5140800307978755,0.042923676094316354
2020-01-28,-0.6513778920316856,-0.6106782094965152,-0.15242032790757098
2020-01-29,-0.545679489817322,-0.23019209419596237,-0.3351395299126329
2020-01-30,0.35574834813234213,-0.9177102488497734,0.08145351906823162
2020-01-31,0.1725259393931665,-0.3190915484441895,0.1352699749750191
2020-02-01,0.41954368730382346,0.09543673584597186,-0.35255230936159443
2020-02-02,0.4309922235353777,0.1472144635582109,0.3955367056757571
2020-02-03,-0.48523660466770496,-0.44994902828084754,0.3407661732478431
2020-02-04,0.09286495672792845,-0.1612186230865968,-0.14386072929068017
2020-02-05,0.038272135105167464,0.8182784622991868,0.6135781735230129
2020-02-06,-0.48821246968196563,-0.0588840073293133,-0.008542784148597932
2020-02-07,0.7060446619729177,-0.46346012116215546,0.2784399734126112
2020-02-08,0.48139569779233826,0.49011990252824256,-0.44261587579917056
2020-02-09,-0.17364419604139775,0.43179469237629825,0.9113534949605168
2020-02-10,0.577021339124337,-0.3249308961860609,-0.4586589092036978
2020-02-11,-0.4943453087796576,0.17085550263469906,0.23584316363512714
2020-02-12,0.12044907883603465,0.36873480112906015,0.7250581497809547
2020-02-13,-0.15086594870579578,0.37863339027118004,-0.19612977903161985
2020-02-14,0.12077685928015769,-0.7272680873240515,-0.2706858097716275
2020-02-15,-1.0,0.2204512181622926,-0.11648802247767379
2020-02-16,-0.46722879475447404,0.05701446210083755,0.4554418766260203
2020-02-17,0.2669815467772313,0.6998721282021498,-0.627012388872834
2020-02-18,0.3679712690171022,-0.43846511329988164,0.6428319538661799
2020-02-19,-0.41456229375476245,0.40315253834615355,0.3015091804679545
2020-02-20,-0.09657814063383315,-0.33122541524619886,-0.302980980931238
2020-02-21,-0.042179058656510025,-0.2547372088855833,-0.76674304371239
2020-02-22,0.1980099637321747,-0.36441179048529976,0.8951758865162708
2020-02-23,0.3435450255239206,0.7629760334300029,-0.06874184941139914
2020-02-24,-0.2512398730111352,-0.055452363962263704,-0.23868730948119843
2020-02-25,-0.3483422863174828,0.4685759085775731,-0.4405706529944825
2020-02-26,0.25976400825521817,0.18044523522091716,-0.7247766119834516
2020-02-27,1.0,-0.6293097705178984,0.3534042111760404
2020-02-28,-0.021802100023092602,-0.17241539791674845,0.07798168534093616
2020-02-29,0.47570804052905,0.4273194425580015,0.16131786656856154
2020-03-01,0.0026564100429789703,-0.8722041191823287,-0.39912334468110355
2020-03-02,0.2824555462553721,-0.20045999644389653,-0.4831679915939143
2020-03-03,0.4764353186555866,0.47727040193605175,-0.45630042029469203
2020-03-04,-0.3402366248927387,-0.5203003562635342,1.0
2020-03-05,0.6218141521971583,0.38883880597663356,-0.5045007038919536
2020-03-06,0.5256412626212872,-0.059128708606188206,-0.9833821784177793
2020-03-07,-0.4674520232935146,0.07826597618510991,0.7016466559622667
2020-03-08,-0.026766508481366604,0.3367342872295309,-0.09452987719625991
2020-03-09,-1.0,-0.06673859526052851,0.02499929895167368
2020-03-10,-0.6004311177916573,-0.2965304751138923,-1.0
2020-03-11,0.3486555658168029,0.20881867582836194,0.2955524480822824
2020-03-12,-0.6196124294341712,-0.494968691296971,1.0
2020-03-13,0.07368664133712378,-0.4015990049190159,0.07964153043094642
2020-03-14,-0.04116564334018932,0.7488797116406922,0.4080124706174383
2020-03-15,0.2992867409553419,-0.09268567538506574,0.11657086635410274
2020-03-16,-0.690162701060203,-0.3287573672516301,-0.4048409005122165
2020-03-17,-0.4038578362028529,0.9192713641582086,0.2835376097415515
2020-03-18,-0.1916496335249681,-0.6170220586906334,1.0
2020-03-19,0.38086887487994175,0.03399442882591272,0.4222676546443809
