,open,high,low,close,volume
2020-01-01,100.13766249267803,100.81713289136859,100.05559351915268,100.80248944596855,449990.5431927978
2020-01-02,100.38284017575053,100.45681005736182,99.29421027851953,99.60112711265108,412154.3239506619
2020-01-03,99.54161242929816,99.71921090363638,97.05394995934113,97.76894114591299,791713.4135153537
2020-01-04,96.67851849055667,99.15609601167209,96.2643947010333,97.64694313916584,144775.62816263107
2020-01-05,97.00604064531163,98.24780158676195,96.637184970917,97.0310269955365,262934.1146914081
2020-01-06,97.21181835660948,97.94044655339802,96.74615892037595,97.56581408131964,160884.13134079633
2020-01-07,98.27262246880046,99.96855761954036,96.9345999618159,98.25970997609343,662741.5650955954
2020-01-08,97.62618043061237,98.10460052751927,95.82981183359941,97.18367230586685,826093.6322735989
2020-01-09,94.42892857548513,96.42223281283304,93.92611286285374,95.73583737456002,369722.34937002644
2020-01-10,94.38513180498279,95.7837281948545,93.63520716303509,94.13873668384649,887759.5056736672
2020-01-11,92.10821491411191,94.6302562104083,91.61406822155065,93.1960530088151,755438.6682191169
2020-01-12,91.93413666504966,94.1654852581064,91.31479128872839,92.97341592596669,846777.5038908152
2020-01-13,94.81386554282986,95.09725038064231,93.63839076173308,93.92832215542224,590589.1406813848
2020-01-14,94.48669933862507,94.97821579915093,92.99524022529178,93.80035525341124,315342.206175521
2020-01-15,94.92251295436178,94.95323818193955,93.5623914119864,93.80691787220965,326019.38413312996
2020-01-16,93.39411823393525,94.1948031359277,93.08179520329216,94.05928751231475,145158.55628996337
2020-01-17,95.6855717865021,95.90390451910048,93.42748417707993,94.52507218508154,621084.7429422986
2020-01-18,95.1955548253042,96.35019052044682,94.35278997211016,94.59508811582546,416194.976389328
2020-01-19,95.10836631281967,95.37083129982234,93.0494228994978,94.35378495512619,427031.8495363975
2020-01-20,94.98611871482353,95.88132480729668,94.54649656931655,94.57214293551431,991672.4998663337
2020-01-21,93.67007958306735,94.4365037004031,92.65387007615736,93.50791153156305,691548.0204471229
2020-01-22,94.15229483360184,94.2492048694941,92.84676725121375,94.16793215352646,839710.9258967374
2020-01-23,94.99456713074633,96.21856033775877,94.48058351507038,94.53943594388947,102950.83341341992
2020-01-24,95.56598594969174,95.95359329971201,93.33457222621907,94.58851159965972,564019.0460447472
