timestamp,close,open,high,low,volume
2024-03-02 05:19:21.703703,100.87856722909191,100.87856722909191,100.87856722909191,100.87856722909191,1080718.6188775927
2024-03-02 06:19:21.703703,101.73197769529548,100.87856722909191,101.74009489288233,100.87856722909191,1665612.625166418
2024-03-02 07:19:21.703703,104.01895766683934,101.73197769529548,104.01895766683934,101.73197769529548,1660129.2580912525
2024-03-02 08:19:21.703703,104.89553701513016,104.01895766683934,104.89553701513016,104.01070425375208,1594744.1844221707
2024-03-02 09:19:21.703703,102.77666251952115,104.89553701513016,104.89553701513016,102.73223666017219,1459056.636248348
2024-03-02 10:19:21.703703,99.49719121369067,102.77666251952115,102.77666251952115,99.49719121369067,1443058.5059786832
2024-03-02 11:19:21.703703,102.0340055050028,99.49719121369067,102.0340055050028,99.44603937315625,1573679.5152089307
2024-03-02 12:19:21.703703,103.06190153248475,102.0340055050028,103.10703376685375,102.0340055050028,1577108.675151489
2024-03-02 13:19:21.703703,103.77556097623204,103.06190153248475,103.77556097623204,103.04685704849958,1863092.660084529
2024-03-02 14:19:21.703703,103.12098820338691,103.77556097623204,103.77556097623204,102.99529682628474,1722763.7978482216
2024-03-02 15:19:21.703703,101.5503624027393,103.12098820338691,103.12098820338691,101.51406503815588,2815979.4187265495
2024-03-02 16:19:21.703703,100.53555850394908,101.5503624027393,101.55120600316403,100.53555850394908,1136974.163373906
2024-03-02 17:19:21.703703,99.95686853825309,100.53555850394908,100.57562342317121,99.9282590628344,1851863.016970956
2024-03-02 18:19:21.703703,101.2089744902326,99.95686853825309,101.23849183621985,99.93613827351543,1964315.4275105186
2024-03-02 19:19:21.703703,99.71442917245041,101.2089744902326,101.23056965527658,99.71442917245041,556780.0640854796
2024-03-02 20:19:21.703703,98.45244588045415,99.71442917245041,99.71866462998103,98.36507579290469,1150991.4747041631
2024-03-02 21:19:21.703703,97.70624396600607,98.45244588045415,98.48410597663447,97.67594064661326,2243532.772450722
2024-03-02 22:19:21.703703,98.01350065961653,97.70624396600607,98.01350065961653,97.70624396600607,1412038.3943476588
2024-03-02 23:19:21.703703,98.3546552604428,98.01350065961653,98.407639769801,98.01350065961653,908235.9879298721
2024-03-03 00:19:21.703703,97.79291392725007,98.3546552604428,98.3546552604428,97.79291392725007,907917.2686314116
2024-03-03 01:19:21.703703,97.09894849086122,97.79291392725007,97.8464663351053,97.0961385854259,1919882.219834798
2024-03-03 02:19:21.703703,98.01083598957113,97.09894849086122,98.05742511333054,97.09894849086122,1933446.000932498
2024-03-03 03:19:21.703703,97.23683552637206,98.01083598957113,98.01083598957113,97.23683552637206,647737.381814479
2024-03-03 04:19:21.703703,98.42019594921273,97.23683552637206,98.49556621334986,97.23683552637206,1293267.3880273495
2024-03-03 05:19:21.703703,97.33489259758595,98.42019594921273,98.42754857268022,97.21896903931199,1756734.2084544208
2024-03-03 06:19:21.703703,98.07643667414239,97.33489259758595,98.07643667414239,97.2982826640341,1490191.9636100987
2024-03-03 07:19:21.703703,98.7280981627011,98.07643667414239,98.7280981627011,98.06300804399802,656724.2877143561
2024-03-03 08:19:21.703703,98.58467397839968,98.7280981627011,98.73286677509341,98.56348155072882,1549349.5992913842
2024-03-03 09:19:21.703703,99.59771661713539,98.58467397839968,99.59771661713539,98.58467397839968,1555594.6481437406
2024-03-03 10:19:21.703703,99.53487502108283,99.59771661713539,99.59771661713539,99.48647230950826,813434.2722543888
2024-03-03 11:19:21.703703,98.3043906191004,99.53487502108283,99.53487502108283,98.3043906191004,577272.342530831
2024-03-03 12:19:21.703703,95.87799055628687,98.3043906191004,98.35080801075401,95.87799055628687,2937588.7457690686
2024-03-03 13:19:21.703703,95.38020086720472,95.87799055628687,95.90973437331459,95.31900787731556,725946.0503661782
2024-03-03 14:19:21.703703,92.16748759285599,95.38020086720472,95.38020086720472,92.02451598602714,792557.6712720878
2024-03-03 15:19:21.703703,92.35960712490308,92.16748759285599,92.35960712490308,92.13068557931982,969793.1352595433
2024-03-03 16:19:21.703703,92.70054903818962,92.35960712490308,92.75559600454406,92.2102106098804,1839717.494535169
2024-03-03 17:19:21.703703,95.76931657551592,92.70054903818962,95.76931657551592,92.70054903818962,2275329.791415556
2024-03-03 18:19:21.703703,96.42782172377429,95.76931657551592,96.42782172377429,95.75750807456768,1856410.5918589653
2024-03-03 19:19:21.703703,95.31339828770624,96.42782172377429,96.42782172377429,95.31339828770624,1205317.4257123221
2024-03-03 20:19:21.703703,95.73455237963795,95.31339828770624,95.73455237963795,95.31339828770624,1031661.306542909
2024-03-03 21:19:21.703703,96.9258659496508,95.73455237963795,96.97157688854713,95.65000041435658,1084427.1337754987
2024-03-03 22:19:21.703703,95.02288072983497,96.9258659496508,96.9258659496508,94.94249343121773,1262025.994034331
2024-03-03 23:19:21.703703,96.94300165352473,95.02288072983497,96.94300165352473,95.02120380157248,589128.6449694847
2024-03-04 00:19:21.703703,95.5975455847265,96.94300165352473,96.94300165352473,95.57400781574874,1428218.663514092
2024-03-04 01:19:21.703703,97.40982448965352,95.5975455847265,97.46020826217577,95.5975455847265,1257990.4529087138
2024-03-04 02:19:21.703703,97.68450375953147,97.40982448965352,97.68450375953147,97.32547958121802,1330979.3143070713
2024-03-04 03:19:21.703703,95.68150916298566,97.68450375953147,97.740642359434,95.65453147178383,1950820.1243951118
2024-03-04 04:19:21.703703,94.62129849053643,95.68150916298566,95.7021591824358,94.62129849053643,1168170.0287230017
2024-03-04 05:19:21.703703,96.75565339436395,94.62129849053643,96.77389368447997,94.51775688837829,1181145.4678112308
2024-03-04 06:19:21.703703,100.22424368559822,96.75565339436395,100.22424368559822,96.75565339436395,1703678.362116978
2024-03-04 07:19:21.703703,98.77787481336583,100.22424368559822,100.22424368559822,98.77787481336583,1479524.775380273
2024-03-04 08:19:21.703703,98.05349122624821,98.77787481336583,98.77787481336583,98.03673059342324,1863481.4744096869
2024-03-04 09:19:21.703703,96.54605344551652,98.05349122624821,98.05349122624821,96.4562197143169,692346.9305117831
2024-03-04 10:19:21.703703,95.7349038962799,96.54605344551652,96.67084478192733,95.7349038962799,1751363.394965665
2024-03-04 11:19:21.703703,96.50530505192138,95.7349038962799,96.55713110172437,95.73169798855044,1768868.6429518403
2024-03-04 12:19:21.703703,97.0220496932438,96.50530505192138,97.03113654202546,96.33240878450512,1012293.3772737972
2024-03-04 13:19:21.703703,99.00198872766883,97.0220496932438,99.00198872766883,96.99150891693714,1914739.145520979
2024-03-04 14:19:21.703703,98.0563470512528,99.00198872766883,99.00198872766883,98.0563470512528,745268.5258796915
